CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile,activite_fichier,activite_reseau,activite_repertoire,activite_systeme,chiffre_fichiers,presence_reseau,enumere_repertoires,modifie_fichiers,ops_systeme_intensives,score_suspicion,ratio_ecriture_lecture,ratio_fichier_systeme,ratio_enumeration_ouverture
0.0,0.0,2.5649493574615367,1.6094379124341005,1.6094379124341005,3.295836866004329,2.3978952727983707,4.787491742782046,0.6931471805599453,3.58351893845611,4.248495242049359,3.367295829986474,3.912023005428146,0.0,0.0,1.3862943611198906,1.3862943611198906,1.6094379124341005,0.0,2.079441541679836,6.137727054086234,0.0,3.091042453358316,2.079441541679836,1.6094379124341005,2.19722457733622,0.0,0.0,1.6094379124341005,5.713732805509369,5.3981627015177525,0.0,4.672828834461906,1.791759469228055,5.337538079701318,3.951243718581428,4.912654885736052,1.3862943611198906,4.007333185232471,0.0,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,4.262679877041316,0.6931471805599453,1.0986122886681098,2.4849066497880004,2.6390573296152584,0.0,0.0,2.5649493574615367,1.6094379124341005,3.912023005428146,2.70805020110221,1.6094379124341005,4.406719247264253,3.555348061489413,2.6390573296152584,2.833213344056216,0.0,0.0,0.0,6.816735880594968,0.0,5.598421958998375,7.013915474810528,1.0,0.0,1.0,1.0,1.0,1.6094379124341005,0.3343691864244341,0.5989155555968285,0.2175202937598475
0.0,0.0,3.713572066704308,3.295836866004329,3.1354942159291497,5.43372200355424,3.6635616461296463,6.380122536899765,1.6094379124341005,4.7535901911063645,5.8805329864007,4.691347882229144,2.19722457733622,1.0986122886681098,1.0986122886681098,2.5649493574615367,2.5649493574615367,2.995732273553991,2.9444389791664403,4.574710978503383,7.15305163493748,2.5649493574615367,5.049856007249537,2.302585092994046,3.258096538021482,3.8918202981106265,3.044522437723423,2.772588722239781,4.07753744390572,7.075808863978387,4.343805421853684,0.0,6.0112671744041615,4.787491742782046,7.118826249062078,5.783825182329737,7.954021087278037,4.290459441148391,6.152732694704104,1.3862943611198906,1.3862943611198906,4.61512051684126,4.653960350157523,3.5263605246161616,4.127134385045092,7.734996194022781,3.9318256327243257,4.543294782270004,3.4011973816621555,4.465908118654584,1.6094379124341005,0.0,4.709530201312334,3.044522437723423,5.564520407322694,2.995732273553991,4.07753744390572,5.66988092298052,4.852030263919617,1.6094379124341005,4.6443908991413725,0.0,0.0,0.0,9.068546366358296,2.772588722239781,7.395107546562485,8.1797604936999,1.0,1.0,1.0,1.0,1.0,1.791759469228055,0.152493428977148,1.233112475686368,0.4439313889359604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.0986122886681098,1.6094379124341005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,2.079441541679836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4855078157817008,0.0
0.0,0.0,1.6094379124341005,0.0,0.0,9.301459965343666,7.352441100243583,8.781555458546402,0.0,4.795790545596741,2.70805020110221,0.6931471805599453,8.857515151192198,0.0,0.0,3.4011973816621555,3.4011973816621555,0.0,0.0,2.8903717578961645,5.298317366548036,0.0,1.9459101490553128,6.655440350367647,3.951243718581428,2.19722457733622,0.6931471805599453,0.0,0.0,5.918893854273146,4.59511985013459,0.0,3.610917912644224,2.995732273553991,10.04654839537678,4.672828834461906,8.047509510981422,2.19722457733622,8.826734598220911,0.0,0.0,0.0,0.0,1.6094379124341005,1.3862943611198906,5.631211781821365,1.791759469228055,0.0,1.6094379124341005,9.258082367961604,0.0,0.0,1.0986122886681098,0.0,8.65486599654131,0.0,0.0,4.3694478524670215,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,9.709235104874208,0.0,10.703806108157863,9.715469803197292,0.0,0.0,1.0,1.0,1.0,1.3862943611198906,1.1567121799865836,0.6900044244376219,5.693823134753442
0.6931471805599453,0.6931471805599453,1.3862943611198906,3.044522437723423,0.0,6.111467339502679,2.079441541679836,4.007333185232471,0.0,2.302585092994046,2.302585092994046,2.302585092994046,5.3230099791384085,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.6094379124341005,4.976733742420574,0.0,2.772588722239781,1.3862943611198906,2.19722457733622,2.833213344056216,0.6931471805599453,1.6094379124341005,0.0,4.934473933130692,4.189654742026425,0.0,3.610917912644224,1.3862943611198906,6.807934943699926,4.07753744390572,4.23410650459726,0.0,3.218875824868201,0.0,0.0,0.0,2.302585092994046,3.6635616461296463,0.0,5.3612921657094255,1.0986122886681098,2.302585092994046,1.3862943611198906,6.037870919922137,0.0,1.0986122886681098,1.0986122886681098,1.6094379124341005,2.8903717578961645,3.091042453358316,0.0,4.060443010546419,2.833213344056216,0.6931471805599453,2.833213344056216,1.791759469228055,0.0,0.0,6.543911845564792,2.302585092994046,7.483806687665835,6.415096959171596,1.0,1.0,1.0,1.0,1.0,1.791759469228055,0.2984929885559965,0.7588613605851984,2.5773462104383653
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,4.110873864173311,0.0,0.0,2.079441541679836,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,2.1400661634962708,0.0
0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,8.151333337900432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,2.079441541679836,0.0,1.3862943611198906,2.19722457733622,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553128,0.0,0.0,8.15708378502887,0.0,0.0,0.0,0.0,1.0,0.6931471805599453,0.0,0.0017187056651316,0.0
0.0,0.0,4.143134726391533,2.4849066497880004,1.9459101490553128,3.367295829986474,2.079441541679836,7.018401799069201,1.0986122886681098,3.555348061489413,5.4638318050256105,3.4011973816621555,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,5.666426688112432,5.916202062607435,0.0,6.302618975744905,1.3862943611198906,1.9459101490553128,2.19722457733622,1.3862943611198906,0.0,5.572154032177765,6.272877006546167,2.3978952727983707,0.0,5.820082930352362,4.23410650459726,4.812184355372417,3.688879454113936,6.38856140554563,1.3862943611198906,7.189922170745808,0.0,1.0986122886681098,3.091042453358316,5.575949103146316,0.0,0.0,6.304448802421981,0.0,5.572154032177765,3.951243718581428,2.9444389791664403,1.0986122886681098,0.0,5.605802066295998,2.4849066497880004,6.45833828334479,4.02535169073515,5.572154032177765,4.770684624465665,3.4657359027997265,1.0986122886681098,5.605802066295998,0.0,0.0,0.0,8.663714844079005,0.0,5.655991810819852,7.936302693201959,1.0,0.0,1.0,1.0,1.0,1.6094379124341005,1.1715190594761975,1.121469080129616,0.0798144232301297
0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,2.19722457733622,0.0,1.0986122886681098,0.0,0.0,1.9459101490553128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.9459101490553128,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,0.0,0.0,0.0,2.19722457733622,0.0,0.0,6.042632833682381,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,2.8903717578961645,0.0,0.0,0.6931471805599453,2.19722457733622,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,1.791759469228055,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,6.137727054086234,0.0,3.044522437723423,3.8918202981106265,1.0,0.0,1.0,1.0,1.0,1.6094379124341005,0.0023724803536303,2.344549292093078,2.19722457733622
0.0,0.0,2.5649493574615367,0.0,3.295836866004329,0.0,2.833213344056216,5.5093883366279774,0.0,3.688879454113936,6.818924065275521,3.4657359027997265,0.0,2.833213344056216,2.833213344056216,1.0986122886681098,1.0986122886681098,0.0,0.0,2.302585092994046,6.300785794663244,0.0,1.3862943611198906,0.6931471805599453,1.6094379124341005,2.19722457733622,0.0,0.0,0.0,5.991464547107982,0.0,0.6931471805599453,6.0473721790462776,4.804021044733257,5.318119993844216,5.5093883366279774,9.952325334619427,3.784189633918261,1.3862943611198906,0.0,0.0,3.871201010907891,0.0,0.0,0.0,2.079441541679836,3.713572066704308,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,4.394449154672439,2.772588722239781,0.0,5.214935757608986,3.737669618283368,0.0,0.6931471805599453,0.0,0.0,0.0,10.009422902944795,0.0,5.402677381872279,7.73718007783463,0.0,0.0,1.0,1.0,1.0,1.3862943611198906,0.0001428401383216,2.370308980487341,0.0
